Date ;Description;URL;Price;User;Reviews;Product;;;Date ,Description,URL,Price,User,Reviews,Product;;;;;
16-04-2015; Exploit Kits Source Code; http://trdealmgn4uvm42g.onion/item/8698c4232455d8ee3a10;0,00816; ping; 0 reviews;Source Code;;;42110 Exploit Kits Source Code http://trdealmgn4uvm42g.onion/item/8698c4232455d8ee3a100,00816 ping 0 reviewsSource Code;;;;;
16-04-2015; XTC MDMA Purple ? 143mg 10x; http://trdealmgn4uvm42g.onion/item/54b35f0e7c9f237e086f;0,15411199; buddhashop; 0 reviews;MDMA;;;42110 XTC MDMA Purple ? 143mg 10x http://trdealmgn4uvm42g.onion/item/54b35f0e7c9f237e086f0,15411199 buddhashop 0 reviewsMDMA;;;;;
16-04-2015; Vktech Tactical Pen aviation Aluminum Anti-skid (sand); http://trdealmgn4uvm42g.onion/item/3c527631300abef9fd13;0,1588; littleblackarnold; 0 reviews;Other Tools;;;42110 Vktech Tactical Pen aviation Aluminum Anti-skid (sand) http://trdealmgn4uvm42g.onion/item/3c527631300abef9fd130,1588 littleblackarnold 0 reviewsOther Tools;;;;;
16-04-2015; Magic Mushrooms 7g New Zealand; http://trdealmgn4uvm42g.onion/item/14a7f0316aa85a8f2372;0,34955868; FoghornLeghorn; 0 reviews;Shrooms;;;42110 Magic Mushrooms 7g New Zealand http://trdealmgn4uvm42g.onion/item/14a7f0316aa85a8f23720,34955868 FoghornLeghorn 0 reviewsShrooms;;;;;
16-04-2015; apple id / icloud remote exploit; http://trdealmgn4uvm42g.onion/item/01beebe3af281f9d6af9;76; fapple; 0 reviews;0-Day exploits;;;42110 apple id / icloud remote exploit http://trdealmgn4uvm42g.onion/item/01beebe3af281f9d6af976 fapple 0 reviews0-Day exploits;;;;;
16-04-2015; HQ Pic inside- Lemon haze - 1/2 oz -14g ** FREE SHIPPING**; http://trdealmgn4uvm42g.onion/item/968691cfa9ce171ebd3e;0,52433802; DOX; 0 reviews;Cannabis;;;42110 HQ Pic inside- Lemon haze - 1/2 oz -14g ** FREE SHIPPING** http://trdealmgn4uvm42g.onion/item/968691cfa9ce171ebd3e0,52433802 DOX 0 reviewsCannabis;;;;;
16-04-2015; INTERNATIONAL BANK DROP; http://trdealmgn4uvm42g.onion/item/d3cc040f85c0d92339c1;0,005; KnowHowForAll; 0 reviews;Accounts;;;42110 INTERNATIONAL BANK DROP http://trdealmgn4uvm42g.onion/item/d3cc040f85c0d92339c10,005 KnowHowForAll 0 reviewsAccounts;;;;;
16-04-2015; Magic Mushrooms 3.5g New Zealand; http://trdealmgn4uvm42g.onion/item/f367cf1d6bd3233b110f;0,19662676; FoghornLeghorn; 0 reviews;Shrooms;;;42110 Magic Mushrooms 3.5g New Zealand http://trdealmgn4uvm42g.onion/item/f367cf1d6bd3233b110f0,19662676 FoghornLeghorn 0 reviewsShrooms;;;;;
16-04-2015; Vktech Tactical Pen aviation Aluminum Anti-skid (Black); http://trdealmgn4uvm42g.onion/item/7117dcddce255bcb4340;0,1588; littleblackarnold; 0 reviews;Other Tools;;;42110 Vktech Tactical Pen aviation Aluminum Anti-skid (Black) http://trdealmgn4uvm42g.onion/item/7117dcddce255bcb43400,1588 littleblackarnold 0 reviewsOther Tools;;;;;
16-04-2015; Internet Explorer <= 11; http://trdealmgn4uvm42g.onion/item/b1dae71ccf3c657127cc;35; fukwits; 0 reviews;0-Day exploits;;;42110 Internet Explorer <= 11 http://trdealmgn4uvm42g.onion/item/b1dae71ccf3c657127cc35 fukwits 0 reviews0-Day exploits;;;;;
16-04-2015; HQ Pic inside -Lemon haze - 1 oz/ 28g ** FREE SHIPPING**; http://trdealmgn4uvm42g.onion/item/34d981ea8a444f50fee5;0,96128638; DOX; 0 reviews;Cannabis;;;42110 HQ Pic inside -Lemon haze - 1 oz/ 28g ** FREE SHIPPING** http://trdealmgn4uvm42g.onion/item/34d981ea8a444f50fee50,96128638 DOX 0 reviewsCannabis;;;;;
16-04-2015; apple id / icloud remote exploit; http://trdealmgn4uvm42g.onion/item/8d7947bb2837182cb77f;1; fapple; 0 reviews;Accounts;;;42110 apple id / icloud remote exploit http://trdealmgn4uvm42g.onion/item/8d7947bb2837182cb77f1 fapple 0 reviewsAccounts;;;;;
16-04-2015; Windows LAN Port tunneler; http://trdealmgn4uvm42g.onion/item/385c278be9f86317357f;2,3; bestbuy; 0 reviews;Other Tools;;;42110 Windows LAN Port tunneler http://trdealmgn4uvm42g.onion/item/385c278be9f86317357f2,3 bestbuy 0 reviewsOther Tools;;;;;
16-04-2015; Android WebView 0day RCE; http://trdealmgn4uvm42g.onion/item/86a2a5b9a2f80780b28f;36,5; Logger; 0 reviews;0-Day exploits;;;42110 Android WebView 0day RCE http://trdealmgn4uvm42g.onion/item/86a2a5b9a2f80780b28f36,5 Logger 0 reviews0-Day exploits;;;;;
16-04-2015; Medical Lemon Kush 10grams; http://trdealmgn4uvm42g.onion/item/acdd120ec876ca3025d1;0,3871; TwiceAsNice; 0 reviews;Cannabis;;;42110 Medical Lemon Kush 10grams http://trdealmgn4uvm42g.onion/item/acdd120ec876ca3025d10,3871 TwiceAsNice 0 reviewsCannabis;;;;;
16-04-2015; Wordpress MU RCE; http://trdealmgn4uvm42g.onion/item/66195bb72c6254c8be4f;4,5; bestbuy; 0 reviews;0-Day exploits;;;42110 Wordpress MU RCE http://trdealmgn4uvm42g.onion/item/66195bb72c6254c8be4f4,5 bestbuy 0 reviews0-Day exploits;;;;;
16-04-2015; 45K+ Wordpress admin passwords; http://trdealmgn4uvm42g.onion/item/e08ac0e9139ead9619c3;1,5; Logger; 0 reviews;Accounts;;;42110 45K+ Wordpress admin passwords http://trdealmgn4uvm42g.onion/item/e08ac0e9139ead9619c31,5 Logger 0 reviewsAccounts;;;;;
16-04-2015; Gas Kush - 7G - Free Shipping; http://trdealmgn4uvm42g.onion/item/6a9feb26c84d5cdcd8a1;0,3152; TwiceAsNice; 0 reviews;Cannabis;;;42110 Gas Kush - 7G - Free Shipping http://trdealmgn4uvm42g.onion/item/6a9feb26c84d5cdcd8a10,3152 TwiceAsNice 0 reviewsCannabis;;;;;
16-04-2015; SSH sniffer logs; http://trdealmgn4uvm42g.onion/item/8e33fb803f2c1f263018;1,2; bestbuy; 0 reviews;Accounts;;;42110 SSH sniffer logs http://trdealmgn4uvm42g.onion/item/8e33fb803f2c1f2630181,2 bestbuy 0 reviewsAccounts;;;;;
16-04-2015; 50G Mdma 84% Free Shipping; http://trdealmgn4uvm42g.onion/item/67540cdbd6ab882418f7;2,80203615; NivekS; 0 reviews;Drugs;;;42110 50G Mdma 84% Free Shipping http://trdealmgn4uvm42g.onion/item/67540cdbd6ab882418f72,80203615 NivekS 0 reviewsDrugs;;;;;
16-04-2015; Haze OG 1-Oz + Bonus Free shipping; http://trdealmgn4uvm42g.onion/item/b592b4f36a2f5ec7c53c;0,9829; TwiceAsNice; 0 reviews;Cannabis;;;42110 Haze OG 1-Oz + Bonus Free shipping http://trdealmgn4uvm42g.onion/item/b592b4f36a2f5ec7c53c0,9829 TwiceAsNice 0 reviewsCannabis;;;;;
16-04-2015; 25G Mdma 84% Free Shipping; http://trdealmgn4uvm42g.onion/item/0c5a477f466914810d63;1,63452109; NivekS; 0 reviews;Drugs;;;42110 25G Mdma 84% Free Shipping http://trdealmgn4uvm42g.onion/item/0c5a477f466914810d631,63452109 NivekS 0 reviewsDrugs;;;;;
16-04-2015; 10G Mdma 84% Free Shipping; http://trdealmgn4uvm42g.onion/item/e793478383909820270c;0,88731145; NivekS; 0 reviews;Drugs;;;42110 10G Mdma 84% Free Shipping http://trdealmgn4uvm42g.onion/item/e793478383909820270c0,88731145 NivekS 0 reviewsDrugs;;;;;
16-04-2015; 1G Mdma 84% Free Shipping; http://trdealmgn4uvm42g.onion/item/c94956bd273dad819a0b;0,11675151; NivekS; 0 reviews;Drugs;;;42110 1G Mdma 84% Free Shipping http://trdealmgn4uvm42g.onion/item/c94956bd273dad819a0b0,11675151 NivekS 0 reviewsDrugs;;;;;
16-04-2015; 250G Speed Paste 72% / Free Shipping; http://trdealmgn4uvm42g.onion/item/e94b86f58e80205f1c6f;2,80203615; NivekS; 0 reviews;Drugs;;;42110 250G Speed Paste 72% / Free Shipping http://trdealmgn4uvm42g.onion/item/e94b86f58e80205f1c6f2,80203615 NivekS 0 reviewsDrugs;;;;;
16-04-2015; 100G Speed Paste 72%; http://trdealmgn4uvm42g.onion/item/4538cddaa91cb351e52d;1,40101807; NivekS; 0 reviews;Speed;;;42110 100G Speed Paste 72% http://trdealmgn4uvm42g.onion/item/4538cddaa91cb351e52d1,40101807 NivekS 0 reviewsSpeed;;;;;
16-04-2015; 50G Speed Paste 72% Free Shipping !; http://trdealmgn4uvm42g.onion/item/3a8d2d86d2a1c2bd74b5;0,88731145; NivekS; 0 reviews;Speed;;;42110 50G Speed Paste 72% Free Shipping ! http://trdealmgn4uvm42g.onion/item/3a8d2d86d2a1c2bd74b50,88731145 NivekS 0 reviewsSpeed;;;;;
16-04-2015; 25G Speed Paste 72% /  Free shipping; http://trdealmgn4uvm42g.onion/item/38254228e3e5be678070;0,56040723; NivekS; 0 reviews;Speed;;;42110 25G Speed Paste 72% /  Free shipping http://trdealmgn4uvm42g.onion/item/38254228e3e5be6780700,56040723 NivekS 0 reviewsSpeed;;;;;
16-04-2015; 10G Speed Paste 72% Free Shipping !; http://trdealmgn4uvm42g.onion/item/a1caa2d2256230141f64;0,28020361; NivekS; 0 reviews;Speed;;;42110 10G Speed Paste 72% Free Shipping ! http://trdealmgn4uvm42g.onion/item/a1caa2d2256230141f640,28020361 NivekS 0 reviewsSpeed;;;;;
16-04-2015; Special offer : Amphetamines / Speed 1g; http://trdealmgn4uvm42g.onion/item/b502c4d45a9711c2d92d;0,0233503; abgal; 0 reviews;Speed;;;42110 Special offer : Amphetamines / Speed 1g http://trdealmgn4uvm42g.onion/item/b502c4d45a9711c2d92d0,0233503 abgal 0 reviewsSpeed;;;;;
16-04-2015; Methanol 5l; http://trdealmgn4uvm42g.onion/item/ce1e6c4d79b24f2f9160;0,23350301; buddhashop; 0 reviews;Misc;;;42110 Methanol 5l http://trdealmgn4uvm42g.onion/item/ce1e6c4d79b24f2f91600,23350301 buddhashop 0 reviewsMisc;;;;;
16-04-2015; Methanol 1l; http://trdealmgn4uvm42g.onion/item/ed67c758d6bfa0bd9da6;0,06071078; buddhashop; 0 reviews;Misc;;;42110 Methanol 1l http://trdealmgn4uvm42g.onion/item/ed67c758d6bfa0bd9da60,06071078 buddhashop 0 reviewsMisc;;;;;
16-04-2015; Custom listing for a9; http://trdealmgn4uvm42g.onion/item/fb24f19a5792233bfd9b;0,01; bellend; 0 reviews;Misc;;;42110 Custom listing for a9 http://trdealmgn4uvm42g.onion/item/fb24f19a5792233bfd9b0,01 bellend 0 reviewsMisc;;;;;
16-04-2015; Custom Listing for e; http://trdealmgn4uvm42g.onion/item/e967b50f7a92de4a9848;0; bestbuy; 0 reviews;Misc;;;42110 Custom Listing for e http://trdealmgn4uvm42g.onion/item/e967b50f7a92de4a98480 bestbuy 0 reviewsMisc;;;;;
16-04-2015; Custom listing #6; http://trdealmgn4uvm42g.onion/item/081c606b03bc90d202ec;1,2; bestbuy; 0 reviews;Misc;;;42110 Custom listing #6 http://trdealmgn4uvm42g.onion/item/081c606b03bc90d202ec1,2 bestbuy 0 reviewsMisc;;;;;
16-04-2015; Linux botnet; http://trdealmgn4uvm42g.onion/item/d1cd9d81b7be4934a0d7;2; bestbuy; 0 reviews;Misc;;;42110 Linux botnet http://trdealmgn4uvm42g.onion/item/d1cd9d81b7be4934a0d72 bestbuy 0 reviewsMisc;;;;;
28-04-2015; 1g Cocaine Grade AA++; http://trdealmgn4uvm42g.onion/item/29c5921eb30a891ff065;0,67676724; reepee911; 0 reviews;Cocaine;;;42122 1g Cocaine Grade AA++ http://trdealmgn4uvm42g.onion/item/29c5921eb30a891ff0650,67676724 reepee911 0 reviewsCocaine;;;;;
28-04-2015; 1g Cocaine Grade A+; http://trdealmgn4uvm42g.onion/item/c7a10b0fd2f0eca49950;0,52394883; reepee911; 0 reviews;Cocaine;;;42122 1g Cocaine Grade A+ http://trdealmgn4uvm42g.onion/item/c7a10b0fd2f0eca499500,52394883 reepee911 0 reviewsCocaine;;;;;
16-04-2015; S.A.T. How to score a 12/12; http://trdealmgn4uvm42g.onion/item/05646eb62e26ba64f19c;0,06947479; DOX; 0 reviews;Information;;;42110 S.A.T. How to score a 12/12 http://trdealmgn4uvm42g.onion/item/05646eb62e26ba64f19c0,06947479 DOX 0 reviewsInformation;;;;;
16-04-2015; Coke machine **FREE DRINKS**; http://trdealmgn4uvm42g.onion/item/24e45d937cb3d38cd6d5;0,02403216; DOX; 0 reviews;Information;;;42110 Coke machine **FREE DRINKS** http://trdealmgn4uvm42g.onion/item/24e45d937cb3d38cd6d50,02403216 DOX 0 reviewsInformation;;;;;
16-04-2015; Beginning Programming with Java For Dummies; http://trdealmgn4uvm42g.onion/item/b06317d2679bee7a6ce7;0,02065; littleblackarnold; 0 reviews;Information;;;42110 Beginning Programming with Java For Dummies http://trdealmgn4uvm42g.onion/item/b06317d2679bee7a6ce70,02065 littleblackarnold 0 reviewsInformation;;;;;
16-04-2015; Building a Web Site For Dummies; http://trdealmgn4uvm42g.onion/item/f11e7ee4efce7ee53ec2;0,02053; littleblackarnold; 0 reviews;Information;;;42110 Building a Web Site For Dummies http://trdealmgn4uvm42g.onion/item/f11e7ee4efce7ee53ec20,02053 littleblackarnold 0 reviewsInformation;;;;;
16-04-2015; 1x Code signing cert; http://trdealmgn4uvm42g.onion/item/fe8314d487032fa51cc4;1,25; bestbuy; 0 reviews;Information;;;42110 1x Code signing cert http://trdealmgn4uvm42g.onion/item/fe8314d487032fa51cc41,25 bestbuy 0 reviewsInformation;;;;;
16-04-2015; Unlimited REAL code signing; http://trdealmgn4uvm42g.onion/item/62927212a9f52d9995dd;4,2; bestbuy; 0 reviews;Information;;;42110 Unlimited REAL code signing http://trdealmgn4uvm42g.onion/item/62927212a9f52d9995dd4,2 bestbuy 0 reviewsInformation;;;;;
28-04-2015; NiceGuy Message spammer; http://trdealmgn4uvm42g.onion/item/0e404539857089829636;0,5; bestbuy; 0 reviews;Spam;;;42122 NiceGuy Message spammer http://trdealmgn4uvm42g.onion/item/0e4045398570898296360,5 bestbuy 0 reviewsSpam;;;;;
28-04-2015; FUDCHM download and execute; http://trdealmgn4uvm42g.onion/item/d25dd79e777d73772b77;2; bestbuy; 0 reviews;FUD Exploits;;;42122 FUDCHM download and execute http://trdealmgn4uvm42g.onion/item/d25dd79e777d73772b772 bestbuy 0 reviewsFUD Exploits;;;;;
28-04-2015; Wordpress Comment Spammer + Exploit; http://trdealmgn4uvm42g.onion/item/3b40d9e28a79ac0a075e;2,5; bestbuy; 0 reviews;Spam;;;42122 Wordpress Comment Spammer + Exploit http://trdealmgn4uvm42g.onion/item/3b40d9e28a79ac0a075e2,5 bestbuy 0 reviewsSpam;;;;;
28-04-2015; FUDjs download and execute; http://trdealmgn4uvm42g.onion/item/807601744afd4452b307;1,3; bestbuy; 0 reviews;FUD Exploits;;;42122 FUDjs download and execute http://trdealmgn4uvm42g.onion/item/807601744afd4452b3071,3 bestbuy 0 reviewsFUD Exploits;;;;;
28-04-2015; Agora Message Spammer; http://trdealmgn4uvm42g.onion/item/746709460811baa62654;0,6; bestbuy; 0 reviews;Spam;;;42122 Agora Message Spammer http://trdealmgn4uvm42g.onion/item/746709460811baa626540,6 bestbuy 0 reviewsSpam;;;;;
28-04-2015; Adobe Flash < 16.0.0.296 (CVE-2015-0313); http://trdealmgn4uvm42g.onion/item/9c557991e653a953f398;2,5; bestbuy; 0 reviews;FUD Exploits;;;42122 Adobe Flash < 16.0.0.296 (CVE-2015-0313) http://trdealmgn4uvm42g.onion/item/9c557991e653a953f3982,5 bestbuy 0 reviewsFUD Exploits;;;;;
16-04-2015; Beretta 92EL; http://trdealmgn4uvm42g.onion/item/6f8369ea9d49fec6a652;14; Gunsrourright; 0 reviews;Weapons;;;42110 Beretta 92EL http://trdealmgn4uvm42g.onion/item/6f8369ea9d49fec6a65214 Gunsrourright 0 reviewsWeapons;;;;;
28-04-2015; Adobe Flash < 16.0.0.287 (CVE-2015-0311); http://trdealmgn4uvm42g.onion/item/c8b6e0aa68f010099c7a;2,5; bestbuy; 0 reviews;FUD Exploits;;;42122 Adobe Flash < 16.0.0.287 (CVE-2015-0311) http://trdealmgn4uvm42g.onion/item/c8b6e0aa68f010099c7a2,5 bestbuy 0 reviewsFUD Exploits;;;;;
16-04-2015; Heavy Duty Stun Gun - BLUE; http://trdealmgn4uvm42g.onion/item/15eba4aafa5fd787b508;0,339; littleblackarnold; 0 reviews;Weapons;;;42110 Heavy Duty Stun Gun - BLUE http://trdealmgn4uvm42g.onion/item/15eba4aafa5fd787b5080,339 littleblackarnold 0 reviewsWeapons;;;;;
16-04-2015; Codeine 30 MG (200 Pills); http://trdealmgn4uvm42g.onion/item/2ec8579077b4b9f53775;2,27213143; idealpills; 0 reviews;Pharmacy;;;42110 Codeine 30 MG (200 Pills) http://trdealmgn4uvm42g.onion/item/2ec8579077b4b9f537752,27213143 idealpills 0 reviewsPharmacy;;;;;
16-04-2015; Heavy Duty Stun Gun - RED; http://trdealmgn4uvm42g.onion/item/ff07e47f56ed54550f47;0,3389; littleblackarnold; 0 reviews;Weapons;;;42110 Heavy Duty Stun Gun - RED http://trdealmgn4uvm42g.onion/item/ff07e47f56ed54550f470,3389 littleblackarnold 0 reviewsWeapons;;;;;
16-04-2015; Heavy Duty Stun Gun - GREEN; http://trdealmgn4uvm42g.onion/item/777cf8c96047886d8fef;0,339; littleblackarnold; 0 reviews;Weapons;;;42110 Heavy Duty Stun Gun - GREEN http://trdealmgn4uvm42g.onion/item/777cf8c96047886d8fef0,339 littleblackarnold 0 reviewsWeapons;;;;;
28-04-2015; Beretta 92EL; http://trdealmgn4uvm42g.onion/item/6f8369ea9d49fec6a652;14; Gunsrourright; 0 reviews;Hot;;;42122 Beretta 92EL http://trdealmgn4uvm42g.onion/item/6f8369ea9d49fec6a65214 Gunsrourright 0 reviewsHot;;;;;
16-04-2015; Codeine 30 MG (100 Pills); http://trdealmgn4uvm42g.onion/item/a9279b3ecca3b4d5e384;1,22345539; idealpills; 0 reviews;Pharmacy;;;42110 Codeine 30 MG (100 Pills) http://trdealmgn4uvm42g.onion/item/a9279b3ecca3b4d5e3841,22345539 idealpills 0 reviewsPharmacy;;;;;
16-04-2015; Codeine 30 MG (50 Pills); http://trdealmgn4uvm42g.onion/item/39f73a7ee9e9716e0838;0,69911736; idealpills; 0 reviews;Pharmacy;;;42110 Codeine 30 MG (50 Pills) http://trdealmgn4uvm42g.onion/item/39f73a7ee9e9716e08380,69911736 idealpills 0 reviewsPharmacy;;;;;
16-04-2015; Stun Gun  Heavy Duty; http://trdealmgn4uvm42g.onion/item/2055fa476d10ac41481e;0,3417; littleblackarnold; 0 reviews;Weapons;;;42110 Stun Gun  Heavy Duty http://trdealmgn4uvm42g.onion/item/2055fa476d10ac41481e0,3417 littleblackarnold 0 reviewsWeapons;;;;;
16-04-2015; Codeine 15 MG (200 Pills); http://trdealmgn4uvm42g.onion/item/f2ec638897e52d380b6f;1,57301407; idealpills; 0 reviews;Pharmacy;;;42110 Codeine 15 MG (200 Pills) http://trdealmgn4uvm42g.onion/item/f2ec638897e52d380b6f1,57301407 idealpills 0 reviewsPharmacy;;;;;
16-04-2015; VINTAGE SOLID BRASS  KNUCKLES; http://trdealmgn4uvm42g.onion/item/d3dece9ee20af6d55b17;0,1511; littleblackarnold; 0 reviews;Weapons;;;42110 VINTAGE SOLID BRASS  KNUCKLES http://trdealmgn4uvm42g.onion/item/d3dece9ee20af6d55b170,1511 littleblackarnold 0 reviewsWeapons;;;;;
16-04-2015; Go Pro 40% Off!; http://trdealmgn4uvm42g.onion/item/01a4be4ba93fefd2b116;0,06986804; DOX; 0 reviews;Services;;;42110 Go Pro 40% Off! http://trdealmgn4uvm42g.onion/item/01a4be4ba93fefd2b1160,06986804 DOX 0 reviewsServices;;;;;
16-04-2015; Codeine 15 MG (100 Pills); http://trdealmgn4uvm42g.onion/item/16b3df725bfec1faa834;0,87389671; idealpills; 0 reviews;Pharmacy;;;42110 Codeine 15 MG (100 Pills) http://trdealmgn4uvm42g.onion/item/16b3df725bfec1faa8340,87389671 idealpills 0 reviewsPharmacy;;;;;
16-04-2015; Black Wood HANDLESPRING ASSIST OPENING POCKET KNIFE Black Wood Handle Plain Blade; http://trdealmgn4uvm42g.onion/item/2db1c384292247a21934;0,1518; littleblackarnold; 0 reviews;Weapons;;;42110 Black Wood HANDLESPRING ASSIST OPENING POCKET KNIFE Black Wood Handle Plain Blade http://trdealmgn4uvm42g.onion/item/2db1c384292247a219340,1518 littleblackarnold 0 reviewsWeapons;;;;;
16-04-2015; Codeine 15 MG (50 Pills); http://trdealmgn4uvm42g.onion/item/07499fa4e377b33a1dbd;0,48064319; idealpills; 0 reviews;Pharmacy;;;42110 Codeine 15 MG (50 Pills) http://trdealmgn4uvm42g.onion/item/07499fa4e377b33a1dbd0,48064319 idealpills 0 reviewsPharmacy;;;;;
16-04-2015; Adderall 30 MG (200 Pills); http://trdealmgn4uvm42g.onion/item/2673deaec15ff06cc9d9;4,36948353; idealpills; 0 reviews;Pharmacy;;;42110 Adderall 30 MG (200 Pills) http://trdealmgn4uvm42g.onion/item/2673deaec15ff06cc9d94,36948353 idealpills 0 reviewsPharmacy;;;;;
16-04-2015; Under Armor 50%  off method; http://trdealmgn4uvm42g.onion/item/b34498c2077a251a0cef;0,06986804; DOX; 0 reviews;Services;;;42110 Under Armor 50%  off method http://trdealmgn4uvm42g.onion/item/b34498c2077a251a0cef0,06986804 DOX 0 reviewsServices;;;;;
16-04-2015; Adderall 30 MG (150 Pills); http://trdealmgn4uvm42g.onion/item/ee7f2c42d388ff01bfd1;3,45189199; idealpills; 0 reviews;Pharmacy;;;42110 Adderall 30 MG (150 Pills) http://trdealmgn4uvm42g.onion/item/ee7f2c42d388ff01bfd13,45189199 idealpills 0 reviewsPharmacy;;;;;
